OBJECTID,Block Group identifier,Population for poverty,Population in households under 2 times poverty,Percent Low Income,Total Population,Population Not Hispanic or Latino only,Total Minority,Percent Minority,Total Households,Households with Limited English Proficiency,Percent Households with Limited English Proficiency,Overburdened Community Criteria,Block Group - Tribal,Block Group County Subdivision,County,Municipality,Municipality Code,Split Block Group,Split Municipality,GLOBALID,SHAPE_Length,SHAPE_Area
1553,3.4017E+11,868,171,19.70046083,868,120,748,86.17511521,364,26,7.14285714,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{F4B70245-A918-48AC-8F3C-981D25B8F885},2975.645591,553477.6157
1554,3.4017E+11,2167,672,31.01061375,2167,518,1649,76.09598523,983,34,3.45879959,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{36E01B80-A71F-4570-BDB1-66FFFB3C5206},4202.928218,998586.9166
1555,3.4017E+11,1626,611,37.57687577,1626,343,1283,78.90528905,802,350,43.64089776,"Low Income, Minority, and Limited English",Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{42775E75-5892-4A11-800C-67C5F9F25301},5009.356348,1118152.934
1556,3.4017E+11,665,182,27.36842105,665,189,476,71.57894737,381,55,14.43569554,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{09DA7D02-DA3A-4490-ABC3-DEA4F7A9065A},2729.139065,393163.7571
1557,3.4017E+11,1166,445,38.16466552,1166,521,645,55.31732419,570,57,10,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{5F5E435A-1A4C-4A90-8FF9-AC48A86C22AD},6474.459311,1457464.799
1558,3.4017E+11,921,271,29.42453855,921,280,641,69.59826276,571,124,21.71628722,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{DD6BFAD1-F79D-4606-A5E6-1FE72F765748},4025.654815,722499.6784
1559,3.4017E+11,1096,389,35.49270073,1096,195,901,82.2080292,363,74,20.38567493,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{67155CB2-C301-4931-ABE9-1B9D227E44AD},4012.774813,783592.11
1560,3.4017E+11,1427,320,22.42466713,1427,444,983,68.88577435,641,186,29.01716069,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{2A73833D-39AB-49D4-AE28-4726B578B3DE},3873.563004,630655.37
1561,3.4017E+11,2089,645,30.87601723,2089,393,1696,81.1871709,903,125,13.8427464,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{C7D68069-88AB-41C3-BC16-FEFD6F2EBD1C},4955.467592,1499786.813
1562,3.4017E+11,2294,1153,50.26155187,2294,442,1852,80.73234525,884,150,16.96832579,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{9917ADAA-DC83-4156-8261-7386D08808CD},4557.921752,961172.4565
1563,3.4017E+11,1951,969,49.66683752,1951,501,1450,74.3208611,755,68,9.00662252,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{ADDA89CE-F704-493E-B2D9-A2C9CE78CB0E},4693.694141,1330423.128
1564,3.4017E+11,1251,633,50.59952038,1251,201,1050,83.93285372,543,80,14.73296501,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{C115F04E-907E-4F9A-8053-FEDB7AFC2F48},5639.387479,1175737.428
1565,3.4017E+11,1255,81,6.45418327,1255,579,676,53.86454183,679,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{79F38E2F-0724-4465-AEEF-CAA84C0E4C53},4478.121739,724428.5617
1566,3.4017E+11,992,123,12.39919355,992,223,769,77.52016129,679,62,9.13107511,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{32ECF806-4470-4D45-80FB-3E3681B3D82C},5746.462027,1310189.398
1567,3.4017E+11,1449,569,39.26846101,1449,164,1285,88.68184955,459,18,3.92156863,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{ACAD7B29-6767-4B89-8F47-37FF3D4BF0AB},3840.450144,756016.14
1568,3.4017E+11,1705,736,43.16715543,1705,231,1474,86.4516129,819,212,25.88522589,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{2BA5693A-0AAF-43A4-B930-B082BF0CB9CB},4664.272529,1195595.749
1569,3.4017E+11,1051,132,12.55946717,1051,596,455,43.29210276,457,38,8.31509847,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{DE0D93FE-981E-4B8E-8DB0-3B6DB3DEEA8D},4712.723559,1037122.95
1570,3.4017E+11,1286,87,6.7651633,1286,476,810,62.98600311,643,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{E99B54F7-64DE-49DC-8227-C5564EF40F31},3660.049737,833938.9021
1571,3.4017E+11,778,177,22.75064267,778,430,348,44.73007712,440,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{323F7A71-1059-420C-A258-634AEE8D4551},2558.57426,232285.2398
1572,3.4017E+11,1587,229,14.42974165,1587,716,871,54.88342785,686,59,8.60058309,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{8532AF41-F390-4398-96EB-DA9D343E1101},3436.276099,729612.2347
1573,3.4017E+11,1493,257,17.21366376,1493,300,1193,79.90622907,941,172,18.27842721,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{1F612E88-6E6E-4CE6-AAC0-877FE4116725},4476.407343,500454.5436
1574,3.4017E+11,1521,508,33.39907955,1574,474,1100,69.88564168,534,114,21.34831461,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{5FAA3C44-B712-48E7-A002-31A5BA545FC5},17752.19858,9911379.607
1575,3.4017E+11,1817,1239,68.18932306,2195,760,1435,65.37585421,629,219,34.81717011,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{E13A4F8D-75CE-401D-8B71-ACC3378344A9},4338.349969,1144822.65
1576,3.4017E+11,1336,585,43.78742515,1336,561,775,58.00898204,572,82,14.33566434,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{0F5D2388-BCF0-40EA-A85E-AED19E0C1780},3808.949455,839923.4107
1577,3.4017E+11,1631,570,34.94788473,1631,336,1295,79.39914163,640,31,4.84375,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{F5B2F301-37D1-415D-97AA-331B1A3BBDDA},3551.981726,763157.3751
1578,3.4017E+11,1093,292,26.71546203,1386,541,845,60.96681097,578,88,15.22491349,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{148940ED-FEC8-4927-92E8-3BC630FA7504},4037.531913,1031632.987
1579,3.4017E+11,586,207,35.32423208,586,109,477,81.39931741,336,84,25,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{384CD088-7F3B-4094-8354-2D4C90F08BF6},5159.111477,1194857.019
1580,3.4017E+11,1180,609,51.61016949,1180,155,1025,86.86440678,530,225,42.45283019,"Low Income, Minority, and Limited English",Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{B89F47E9-3141-4B76-BA34-1C71EDE45D57},3828.681394,877160.5063
1581,3.4017E+11,969,40,4.12796698,969,247,722,74.50980392,494,14,2.8340081,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{25583209-9A12-4851-85EA-EE544B550CAC},1990.45919,245629.972
1582,3.4017E+11,1730,765,44.21965318,1896,850,1046,55.16877637,639,146,22.84820031,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{B1F33A3A-C67E-467C-91D6-D16F70503E22},4765.382911,1161192.881
1583,3.4017E+11,1654,1153,69.70979444,1657,440,1217,73.44598672,783,92,11.74968072,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{C7BF76D6-0067-44D2-A965-B32C71E2AA2F},6676.005545,895433.6629
1584,3.4017E+11,1178,746,63.32767402,1178,277,901,76.48556876,368,7,1.90217391,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{4BB51823-4A02-4F01-BC77-1C41A0BB3B2B},9077.713062,2266430.291
1585,3.4017E+11,1540,642,41.68831169,1540,112,1428,92.72727273,494,130,26.31578947,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{A9C9C4F9-A32A-404A-B5E4-01DCCC85D996},3515.110278,628580.0087
1586,3.4017E+11,1700,628,36.94117647,1700,95,1605,94.41176471,543,85,15.65377532,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{667B40A6-3430-4901-85AF-8EB41BAC2B3E},4036.742306,950707.053
1587,3.4017E+11,3556,1397,39.28571429,3556,331,3225,90.69178853,1076,77,7.15613383,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{7575059D-57F8-4072-B4FC-60AF0012F78D},5257.447812,1327546.593
1588,3.4017E+11,1199,258,21.51793161,1199,466,733,61.13427857,607,68,11.20263591,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{E985FA04-4868-45E5-94F7-C7F2837C46C7},4389.26471,1189360.191
1589,3.4017E+11,833,270,32.41296519,833,11,822,98.67947179,306,85,27.77777778,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{609F0B6B-B9E3-49F0-8889-2025DC642C7E},16919.07039,14206897.66
1590,3.4017E+11,743,488,65.67967699,743,236,507,68.23687752,213,29,13.61502347,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{9A8D5184-5AD6-434B-906A-5267FB89A9A6},3690.746086,765897.8173
1591,3.4017E+11,920,321,34.89130435,920,9,911,99.02173913,450,30,6.66666667,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{D2B4B8F8-C11A-4E09-8932-47125A9DB17A},4756.459179,1229365.595
1592,3.4017E+11,846,89,10.52009456,852,417,435,51.05633803,362,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{A305A0DA-5925-4DED-BFDD-5A9D428BF735},4121.40445,1066216.948
1593,3.4017E+11,1173,353,30.09377664,1173,249,924,78.77237852,486,109,22.42798354,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{E2467126-2C78-4DF6-B515-B822ACF23D4F},3383.498513,714861.0155
1594,3.4017E+11,1057,397,37.55912961,1057,199,858,81.1731315,419,0,0,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{DC2C6F42-4554-4942-B1A0-0E260D97A072},3028.112664,547090.5687
1595,3.4017E+11,1222,458,37.47954173,1222,414,808,66.12111293,591,106,17.9357022,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{A021A8AE-8189-4C68-8DEB-66A4A2D2CC17},3064.023794,540293.117
1596,3.4017E+11,2075,1259,60.6746988,2079,598,1481,71.23617124,633,55,8.68878357,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{5769B741-C89B-466C-A593-4B6D406B776A},3719.579164,775137.0758
1597,3.4017E+11,951,578,60.77812829,951,23,928,97.58149317,301,31,10.29900332,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{E90F9016-2D85-4EBF-9471-2C474148BCA8},4246.80199,849827.6557
1598,3.4017E+11,1544,1064,68.9119171,1544,125,1419,91.90414508,376,34,9.04255319,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{2857512E-0CA2-48D1-9F8C-972926912535},3373.806047,675243.9715
1599,3.4017E+11,885,351,39.66101695,885,0,885,100,421,141,33.49168646,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{4F0924D8-C33D-4310-BA79-7718737918B5},3844.685782,903415.2079
1600,3.4017E+11,1789,966,53.99664617,1789,108,1681,93.96310788,735,0,0,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{01C9E7AA-71D2-4A62-8DC4-3D9704B6BE1D},4129.214909,1071966.047
1601,3.4017E+11,988,729,73.7854251,1017,37,980,96.36184857,315,12,3.80952381,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{EC047CA1-DC67-4831-B66F-2B3BB7757FF5},4287.014538,985555.2348
1602,3.4017E+11,1951,446,22.86007176,1951,245,1706,87.44233726,467,55,11.77730193,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{D9891EDA-995D-4E60-8BC5-AA339D12D0C0},4797.252327,1403634.104
1603,3.4017E+11,2765,1517,54.86437613,2793,235,2558,91.58610813,797,125,15.6838143,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{ABF9B9BB-7B9C-4F52-B340-B851BF4C0136},5583.686215,1799700.041
1604,3.4017E+11,1087,281,25.85096596,1087,262,825,75.89696412,410,54,13.17073171,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{EA157B8A-A331-496D-B4FD-6BBD49F3C105},3414.729347,600131.306
1605,3.4017E+11,1832,673,36.73580786,1832,122,1710,93.34061135,607,94,15.48599671,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{AEF99847-06B5-4131-BB48-81A2B7053D36},9578.870083,4341241.399
1606,3.4017E+11,1732,389,22.4595843,1763,741,1022,57.96937039,842,45,5.34441805,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{A912513D-C2F5-4532-A8B6-B5C64D268432},7809.970322,3403897.166
1607,3.4017E+11,1309,443,33.84262796,1314,343,971,73.89649924,609,65,10.67323481,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{C9E07C74-E21D-4E83-8A68-72A5695A6322},12546.15892,6050949.688
1608,3.4017E+11,1124,364,32.38434164,1124,215,909,80.87188612,359,7,1.94986072,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{430E1547-446C-4C44-840B-38D7F9B1F6EA},3895.676191,903975.8294
1609,3.4017E+11,2217,263,11.86287776,2217,595,1622,73.16193054,769,134,17.42522757,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{DEC9982B-17E2-4858-920D-DBCC28400BB5},7592.044125,2461182.189
1610,3.4017E+11,1422,590,41.49085795,1422,159,1263,88.8185654,558,21,3.76344086,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{D52790DB-7AA3-40D8-AAB7-2ED3731A957B},7646.421578,2463375.837
1611,3.4017E+11,1984,776,39.11290323,1984,10,1974,99.49596774,471,43,9.12951168,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{CE2AABB3-279A-4BEB-9C53-412D431AB56C},4730.536244,1278541.735
1612,3.4017E+11,1086,425,39.13443831,1086,156,930,85.63535912,468,0,0,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{48F5EF92-4724-4B89-ACB5-A348500A5C5A},4220.471393,897292.3066
1613,3.4017E+11,1461,712,48.73374401,1461,182,1279,87.54277892,426,51,11.97183099,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{2B676981-182A-4F27-89C4-6DA098A02FA4},4693.36997,891224.5668
1614,3.4017E+11,560,102,18.21428571,560,116,444,79.28571429,235,8,3.40425532,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{D9C936F0-93F5-4C3C-BE14-DDC4687A6DA0},4444.676682,910140.883
1615,3.4017E+11,1364,298,21.84750733,1588,519,1069,67.31738035,759,45,5.92885375,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{4E9B41AE-BB1C-45C0-BCB8-5593ADA9D360},7434.140537,2113873.849
1616,3.4017E+11,2172,1690,77.80847145,2172,0,2172,100,819,42,5.12820513,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{BB39938D-91D3-4B91-945E-0542B0EF8219},5776.623856,1391659.394
1617,3.4017E+11,1215,528,43.45679012,1215,0,1215,100,435,35,8.04597701,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{AF8C8FCB-46C3-48CC-B48D-2292CAD2F987},6604.866253,1589311.316
1618,3.4017E+11,2388,494,20.68676717,2457,246,2211,89.98778999,805,41,5.0931677,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{45B8CBE3-D12D-4409-A284-FE2BD1DF1216},12876.1328,5034099.923
1619,3.4017E+11,897,608,67.78149387,935,473,462,49.41176471,268,45,16.79104478,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{82AADD18-D889-438E-B4B6-CD013FB2783D},3750.816493,817844.983
1620,3.4017E+11,3201,2020,63.1052796,3201,450,2751,85.94189316,1081,46,4.25531915,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{323B77D9-91B1-4DAB-B199-5A8184225C1A},6862.230859,2331725.928
1621,3.4017E+11,1253,675,53.8707103,1253,91,1162,92.73743017,399,56,14.03508772,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{0F03BBF4-0FD4-43A9-8989-34010C420B33},4347.294391,880893.8718
1622,3.4017E+11,1174,245,20.86882453,1174,96,1078,91.82282794,375,15,4,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{8FF97389-6802-46E8-AAE9-E066B6DB594C},3726.643242,779949.531
1623,3.4017E+11,609,243,39.90147783,609,0,609,100,244,55,22.54098361,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{FD796CC5-0D1B-40ED-A476-61ADEC23D6EB},6815.877566,1652142.06
1624,3.4017E+11,309,216,69.90291262,456,136,320,70.1754386,208,28,13.46153846,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{ABA08B25-EE78-4C97-954C-16B1FF88342B},5209.3378,645642.5946
1625,3.4017E+11,2212,184,8.31826401,2212,399,1813,81.96202532,575,54,9.39130435,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{60CC210D-5ED1-49D8-98D1-C0BF09A88DCF},7357.203095,1362893.795
1626,3.4017E+11,1691,514,30.39621526,1691,553,1138,67.29745713,556,16,2.87769784,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{F8910084-AC63-4153-ABCF-97F0178A8138},5413.686134,1010588.622
1627,3.4017E+11,729,374,51.30315501,733,11,722,98.49931787,199,10,5.02512563,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{90C504D0-3340-442C-8F10-0E1E0F4DF2D3},4847.367113,786346.716
1628,3.4017E+11,2588,880,34.00309119,2588,82,2506,96.83153014,1019,59,5.78999019,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{A2C524D1-14F1-47C5-A8CD-C4A807DD5DA4},6352.103249,1967514.877
1629,3.4017E+11,1400,537,38.35714286,1400,778,622,44.42857143,510,21,4.11764706,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{1FB8816B-AC6D-4E07-8A82-131342FC145B},6150.963904,1788631.494
1630,3.4017E+11,1713,498,29.07180385,1713,288,1425,83.18739054,568,110,19.36619718,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{18D47ED4-6BCE-4108-BD7D-D8E3916A7BDC},5104.788211,1464045.763
1631,3.4017E+11,1562,887,56.78617157,1562,600,962,61.58770807,545,65,11.9266055,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{34BB4887-9042-4731-814D-E11B72ACAE46},4943.798837,1328604.549
1632,3.4017E+11,1322,258,19.51588502,1322,118,1204,91.07413011,446,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{E3C05B3B-2C97-4555-A4F6-3AF4221ACDE5},4269.903235,1028989.605
1633,3.4017E+11,855,495,57.89473684,855,0,855,100,457,17,3.71991247,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{B0AB859C-D5D4-4D66-ABA7-DCA76143DA19},3358.41845,665184.7929
1634,3.4017E+11,712,149,20.92696629,712,130,582,81.74157303,240,20,8.33333333,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{0E91B03E-45FD-4844-95AD-66392FB4807F},2980.243071,544731.1904
1635,3.4017E+11,2886,1126,39.01593902,2887,293,2594,89.85105646,813,69,8.48708487,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{EBC03AE1-94F6-4D02-961A-5D581696AB11},7239.402148,2555764.437
1636,3.4017E+11,4358,234,5.36943552,4374,377,3997,91.38088706,2141,43,2.00840729,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{A9478017-134F-4F2C-AAEB-1C432BA9F8CF},20004.49668,23956491.26
1637,3.4017E+11,2200,546,24.81818182,2200,137,2063,93.77272727,615,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{FD2BCFF8-80E2-4CCB-B5CC-7C372EA95E1C},3706.381266,821004.5506
1638,3.4017E+11,3035,1638,53.97034596,3130,83,3047,97.34824281,910,39,4.28571429,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{D2B9D08E-A987-4A54-A7DC-7946598284E8},5319.710922,1441578.581
1639,3.4017E+11,1274,424,33.28100471,1274,171,1103,86.57770801,488,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{8877B3BB-2F82-4204-9AA0-D5A153DC7536},4056.406992,915221.0931
1640,3.4017E+11,1841,70,3.80228137,1841,788,1053,57.19717545,815,21,2.57668712,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{182A5AA1-C866-46EF-9B13-C952315EDE0A},47851.85207,137102907.9
1641,3.4017E+11,878,99,11.27562642,878,52,826,94.07744875,335,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{677A0D16-FD4B-446D-93FC-FCCAEAB74D6D},3656.69144,815152.3453
1642,3.4017E+11,2557,294,11.49784904,2588,149,2439,94.24265842,966,64,6.6252588,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{CB485BFD-C5DB-421B-92F1-E84F81ADF69D},6977.522806,2183163.195
1643,3.4017E+11,711,503,70.74542897,730,122,608,83.28767123,221,0,0,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{CFB7BF47-B8B3-4F55-B949-CD48487A3618},4163.129051,718922.6651
1644,3.4017E+11,2739,609,22.23439211,2739,272,2467,90.06936838,871,19,2.18140069,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{BF5BE0E9-7D0A-4D41-AB64-46AB6181F949},6728.12242,2272735.8
1645,3.4017E+11,860,445,51.74418605,860,5,855,99.41860465,262,0,0,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{5598D2EE-A039-4684-BFC8-BBC3ECD59804},4376.621328,928158.4061
1646,3.4017E+11,579,489,84.45595855,579,0,579,100,151,0,0,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{78E35F7C-1B57-460E-AC34-1E4BCD0296F6},6885.261129,1892509.494
1647,3.4017E+11,1777,760,42.76871131,1777,67,1710,96.22960045,766,101,13.18537859,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{9E66C47B-DC8F-4D6A-A4D7-CB717E5E6ADA},6655.66276,2111892.276
1648,3.4017E+11,1868,1022,54.71092077,1909,219,1690,88.52802514,960,234,24.375,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{CF574738-5BE0-4B64-AB46-14C06A48122A},5698.657078,1568791.832
1649,3.4017E+11,2909,1243,42.7294603,2931,208,2723,92.90344592,990,110,11.11111111,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{AA420E7B-A8FF-4981-9483-A0EA1859A3CE},5211.713124,1327676.821
1650,3.4017E+11,466,274,58.79828326,466,0,466,100,383,169,44.12532637,"Low Income, Minority, and Limited English",Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{023D8CAA-E50D-4693-A3D6-9F0B2D7E8FA7},6202.84072,2371635.536
1651,3.4017E+11,1520,462,30.39473684,1661,343,1318,79.34978928,491,26,5.29531568,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{5963DF11-D420-45E3-85CA-7C8C45D34F8B},8065.133115,2914273.483
1652,3.4017E+11,2120,461,21.74528302,2120,154,1966,92.73584906,978,52,5.31697342,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{5C1D2546-F1D9-4491-89E3-965FA3EB3F38},5881.337539,2000334.24
1653,3.4017E+11,1097,66,6.01640839,1119,576,543,48.52546917,627,49,7.81499203,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{0F500460-9D55-4D6E-AC64-0A20AEC49712},3820.735216,888381.6184
1654,3.4017E+11,1344,153,11.38392857,1344,567,777,57.8125,674,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{7D72F098-99A0-4103-AD8E-09EA7DCBCD0E},4978.16489,970820.7083
1655,3.4017E+11,748,383,51.20320856,748,145,603,80.61497326,364,57,15.65934066,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{91D47FF5-2DD0-4BEE-8C49-BB6409BB68BD},7906.810516,1954614.497
1656,3.4017E+11,1560,136,8.71794872,1560,788,772,49.48717949,870,56,6.43678161,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{1B487661-A9B8-4C02-8A77-451AD0B9D9CB},6702.817171,2060979.746
1657,3.4017E+11,1342,590,43.96423249,1353,121,1232,91.05691057,447,25,5.59284116,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{2AE38E09-A297-459F-8D51-914ADDDF59BC},8580.726351,3724738.807
1658,3.4017E+11,1200,809,67.41666667,1200,232,968,80.66666667,579,100,17.27115717,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{10BC424F-506A-4FE9-AB5D-341A91A728B4},10735.53642,4563303.727
