OBJECTID,GEOID,POVUNIVERSE,POPUNDER2XPOV,LOW_INCOME_PCT,TOTALPOP,NONHISPWHITE,TOTALMINORITY,MINORITY_PCT,TOTHH,TOTLANGUAGEISO,PCTLINGUAGEISO,OVERBURDENED_COMMUNITY_CRITERI,BG_TRIBAL,GEOID_COUNTYSUBDIVISION,COUNTY,NAME,MUN_CODE,SPLIT_BG,SPLIT_MUN,GLOBALID,Shape__Area,Shape__Length
1284,340130136004,1551,215,13.8620245,1551,404,1147,73.95228885,598,70,11.70568562,Minority,Block group,3401353680,ESSEX,Nutley Township,0716,Not a split block group,Not Applicable,b2829482-d66b-4db7-9b0f-a40deb0c10cc,2936649.26522827,8779.94233702037
1285,340130137003,921,184,19.97828447,921,540,381,41.36807818,366,0,0,Minority,Block group,3401353680,ESSEX,Nutley Township,0716,Not a split block group,Not Applicable,732b7a84-784f-4b08-8fac-3b108b14bfcc,1552492.21017456,5806.3078660494
1286,340130137004,690,251,36.37681159,690,314,376,54.49275362,376,20,5.31914894,Low Income and Minority,Block group,3401353680,ESSEX,Nutley Township,0716,Not a split block group,Not Applicable,9ba64b00-7582-4406-9e7c-ea69310e423d,4495680.39492798,10535.6941429778
1287,340130138003,830,0,0,830,422,408,49.15662651,359,0,0,Minority,Block group,3401353680,ESSEX,Nutley Township,0716,Not a split block group,Not Applicable,57717a87-a9e2-4349-bfb6-c992d672d1bd,3462594.12301636,9700.90748278391
1288,340130139001,1367,331,24.21360644,1367,665,702,51.35332846,446,0,0,Minority,Block group,3401353680,ESSEX,Nutley Township,0716,Not a split block group,Not Applicable,adabb2f8-b5e3-4e7f-89cd-3361b94b3414,2938880.64920044,7089.73781831232
1289,340130139003,974,84,8.62422998,974,509,465,47.7412731,287,0,0,Minority,Block group,3401353680,ESSEX,Nutley Township,0716,Not a split block group,Not Applicable,a41d27d2-29e6-4b0b-9825-3af2d7cc7154,4263148.88070679,8577.41974811791
1290,340130139004,1071,125,11.6713352,1071,632,439,40.98972923,426,5,1.17370892,Minority,Block group,3401353680,ESSEX,Nutley Township,0716,Not a split block group,Not Applicable,3fc1402c-df27-4031-8373-b8ee7a2acdd4,2409450.86260986,7316.53891465835
1291,340130140004,221,12,5.42986425,221,87,134,60.63348416,105,12,11.42857143,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,151680e1-23a5-4d71-a2c7-a6f34694592b,1711615.85339355,7291.33712408967
1292,340130140001,852,30,3.52112676,852,335,517,60.68075117,343,4,1.16618076,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,12c1e35f-a0d2-43fd-8d58-55e27063a2aa,2965188.31088257,7586.0906172739
1293,340130140003,1615,122,7.55417957,1615,748,867,53.68421053,698,0,0,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,ef5eb4f8-5944-4cec-9538-937edf100dbc,5401626.24310303,11945.0474451096
1294,340130141001,1438,244,16.96801113,1438,484,954,66.34214186,622,135,21.70418006,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,2e1f12ab-56af-4526-b30f-0bbfd6af33ae,3525468.03637695,8077.77470728516
1295,340130141002,1005,436,43.38308458,1005,255,750,74.62686567,397,26,6.54911839,Low Income and Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,b797102e-8e53-42bc-af9b-47b9d1d99fc7,1916270.26248169,6158.40833599858
1296,340130141003,1323,321,24.26303855,1323,552,771,58.27664399,452,8,1.7699115,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,d021be0a-4a0c-4dfa-ad84-5485557b3d48,6133554.28799438,10753.1097391737
1297,340130142001,755,31,4.10596026,755,289,466,61.7218543,275,31,11.27272727,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,cfb3aa13-9a71-45b8-b5c6-6da965033f84,1487226.23712158,5453.28979578576
1298,340130142002,883,78,8.83352208,883,251,632,71.57417894,294,7,2.38095238,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,fa8b59ab-af84-42cb-a851-630a7d911adc,3129269.7336731,9087.68311064573
1299,340130142003,1426,198,13.88499299,1426,502,924,64.79663394,403,0,0,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,410c832f-9aad-488d-b23a-823c289c04e4,2122389.68511963,6303.07403288503
1300,340130143004,781,374,47.88732394,781,50,731,93.59795134,253,10,3.95256917,Low Income and Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,54b99423-782a-4986-8a0f-62fd7681a6c9,1426929.89697266,5232.95388587294
1301,340130142004,1320,276,20.90909091,1320,412,908,68.78787879,511,23,4.50097847,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,edf1af30-64ac-4e21-9d45-882713e1bea7,3011085.3147583,8845.06157318437
1302,340130143001,1783,68,3.81379697,1783,543,1240,69.54570948,528,51,9.65909091,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,33f40c45-0417-403c-b3bc-dfeec6d80993,3580724.10369873,7428.24938663067
1303,340130143002,1359,485,35.68800589,1359,192,1167,85.87196468,493,173,35.09127789,Low Income and Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,6f8559a6-3ab3-4d4e-b782-aa7cc2072a5d,1598068.62173462,5636.65773432049
1304,340130143003,1410,339,24.04255319,1410,61,1349,95.67375887,419,24,5.72792363,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,c2090aaa-f909-4406-bab9-0b42a8c44f82,1095841.36618042,5096.63206397128
1305,340130143005,833,247,29.65186074,833,240,593,71.18847539,311,38,12.21864952,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,45132c34-1390-4842-b6c7-67217b973475,1347393.91809082,5184.20238305203
1306,340130144001,2646,781,29.51625094,2646,727,1919,72.52456538,1126,98,8.70337478,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,6c58ef8c-daf3-4050-8acb-b03e709a2d4c,10135430.3920898,20891.5403656343
1307,340130144002,706,205,29.0368272,706,78,628,88.95184136,232,16,6.89655172,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,0ed75f78-89a9-49a4-b38d-d1c7d9bcd7e2,2850650.36169434,10285.6790362457
1308,340130144003,630,205,32.53968254,630,110,520,82.53968254,279,32,11.46953405,Minority,Block group,3401304695,ESSEX,Belleville Township,0701,Not a split block group,Not Applicable,9fb18cb0-2b84-4c0f-bd09-836095254bbf,5381798.3616333,10818.5353630983
