OBJECTID,GEOID,POVUNIVERSE,POPUNDER2XPOV,LOW_INCOME_PCT,TOTALPOP,NONHISPWHITE,TOTALMINORITY,MINORITY_PCT,TOTHH,TOTLANGUAGEISO,PCTLINGUAGEISO,OVERBURDENED_COMMUNITY_CRITERI,BG_TRIBAL,GEOID_COUNTYSUBDIVISION,COUNTY,NAME,MUN_CODE,SPLIT_BG,SPLIT_MUN,GLOBALID,Shape__Area,Shape__Length
2981,340311251002,1132,608,53.71024735,1132,178,954,84.27561837,460,182,39.56521739,Low Income and Minority,Block group,3403113690,PASSAIC,Clifton City,1602,Not a split block group,Not Applicable,53285345-b0ba-4b61-8407-b766a8e57194,2441153.53744507,7732.63649845563
2982,340311251003,1289,833,64.62373933,1289,266,1023,79.36384794,442,137,30.99547511,Low Income and Minority,Block group,3403113690,PASSAIC,Clifton City,1602,Not a split block group,Not Applicable,8dc646b6-ef77-4697-8024-ab4f607203aa,1005328.05081177,4678.6902666676
2983,340311337013,869,241,27.73302647,869,392,477,54.89067894,414,11,2.65700483,Minority,Block group,3403129070,PASSAIC,Haledon Borough,1603,Not a split block group,Not Applicable,93beb9e3-3bd2-4381-9703-b3244f0fe35d,3096390.34439087,9059.35778675667
2984,340311337014,1255,347,27.64940239,1255,307,948,75.53784861,511,15,2.93542074,Minority,Block group,3403129070,PASSAIC,Haledon Borough,1603,Not a split block group,Not Applicable,22cf65b0-40c2-4f83-b0ea-2aac8c0cbfeb,2189076.03036499,6780.71973238795
2985,340311337021,2398,558,23.26939116,2408,719,1689,70.14119601,936,188,20.08547009,Minority,Block group,3403129070,PASSAIC,Haledon Borough,1603,Not a split block group,Not Applicable,1fc99359-da21-4566-9025-05045f72d080,11815346.9900208,17811.4206183503
2986,340311337022,1282,46,3.58814353,1282,263,1019,79.48517941,407,0,0,Minority,Block group,3403129070,PASSAIC,Haledon Borough,1603,Not a split block group,Not Applicable,10b56f65-395a-4cbb-bb37-a7ccc68973f8,10678092.3937073,17459.8094740951
2987,340311434023,1248,202,16.18589744,1248,479,769,61.61858974,446,18,4.03587444,Minority,Block group,3403130570,PASSAIC,Hawthorne Borough,1604,Not a split block group,Not Applicable,5bdb8c79-f98d-47ac-9f7f-1f37dc7b6c29,4058849.37014771,13975.441014758
2988,340311434013,1182,206,17.42808799,1182,577,605,51.18443316,550,32,5.81818182,Minority,Block group,3403130570,PASSAIC,Hawthorne Borough,1604,Not a split block group,Not Applicable,ea0f36e6-a627-49f9-9ae2-b4f65e472ba3,8276643.81103516,16027.5902200296
2989,340311753013,1488,988,66.39784946,1493,31,1462,97.92364367,369,107,28.99728997,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,c606c5d0-f3e0-490b-bc39-ab5e587af6eb,561604.704040527,3247.26471595019
2990,340311635021,2182,62,2.84142988,2182,936,1246,57.1035747,683,0,0,Minority,Block group,3403153040,PASSAIC,North Haledon Borough,1606,Not a split block group,Not Applicable,d745541f-f6dc-49a9-88cd-0ed9b894ff1f,13507273.1850281,17906.9881865158
2991,340311752003,1350,975,72.22222222,1351,2,1349,99.85196151,493,224,45.43610548,"Low Income, Minority, and Limited English",Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,a96db229-e43a-42e6-88ff-eeaf2f7e1748,2229603.83682251,7048.15320471357
2992,340311753012,977,407,41.65813715,977,19,958,98.05527124,253,39,15.41501976,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,77f56f17-f459-498b-9483-3ca50ef5439d,421634.52557373,2671.11526594519
2993,340311754013,618,355,57.4433657,618,0,618,100,167,39,23.35329341,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,b32c9360-3588-40bf-8e93-dd740dc06944,885988.159179688,4106.43640486658
2994,340311754021,502,317,63.14741036,508,0,508,100,172,40,23.25581395,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,2607823a-5fdb-4fc8-98ea-0a51c786ff5b,2039494.51016235,6918.1943670891
2995,340311754022,1516,1041,68.66754617,1516,11,1505,99.27440633,551,124,22.50453721,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,95e2438f-3001-4d52-8868-f295b6d5f0a6,1752744.62908936,7489.18897235058
2996,340311754024,679,362,53.31369661,679,0,679,100,165,41,24.84848485,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,b7bc68aa-3483-428a-a02b-5b107b9ae791,755692.909362793,3624.56583718912
2997,340311753021,1502,776,51.6644474,1502,101,1401,93.27563249,421,152,36.10451306,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,bdb88e70-d75b-4404-b47b-aec775a672d0,3791128.13082886,8407.94498983899
2998,340311754011,1411,1149,81.43160879,1411,0,1411,100,373,103,27.61394102,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,16a6e211-72dc-4fe6-909e-d08d4d291710,1835220.41854858,6901.4027985153
2999,340311753023,1946,780,40.08221994,1970,15,1955,99.23857868,505,174,34.45544554,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,22226dd4-b6b7-4ff3-88f1-b704278ced3f,1105486.9197998,4383.49642593536
3000,340311754014,1608,668,41.54228856,1608,20,1588,98.75621891,488,134,27.45901639,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,78048c68-04f7-4572-91cf-2e17ca77feb7,1228416.24380493,4438.65507003881
3001,340311756031,1471,618,42.01223657,1471,0,1471,100,445,53,11.91011236,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,9fee76dc-c054-4cb1-a7d2-b6fb6081398d,2562878.41119385,7661.44340597896
3002,340311756032,846,165,19.5035461,846,40,806,95.27186761,196,15,7.65306122,Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,93e6ecef-d944-4c3d-a6d7-d914eeb611e2,1286796.58602905,7423.96380608717
3003,340311756033,1146,247,21.55322862,1146,40,1106,96.5095986,452,152,33.62831858,Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,d4047daa-67b6-4e29-bd8d-9100e310607b,1360307.21679688,7041.65018156444
3004,340311756041,1658,1145,69.05910736,1658,115,1543,93.06393245,420,11,2.61904762,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,9edcbfd5-810b-43c1-ba54-2801c3047808,3117271.25906372,9797.35860960591
3005,340311756042,2441,136,5.5714871,2446,926,1520,62.1422731,788,42,5.32994924,Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,d13796de-e796-4aeb-9807-34b4e73d1797,3777870.63153076,8434.28468987537
3006,340311757011,1591,831,52.23130107,1591,382,1209,75.98994343,563,185,32.85968028,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,fd25dd6d-8526-44ed-823b-daacdc5fb162,5853584.4815979,17706.6879725729
3007,340311757012,1118,95,8.49731664,1118,466,652,58.31842576,272,109,40.07352941,Minority and Limited English,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,6235fba6-afcd-4975-94f2-64a96743dffd,1262209.6973877,4665.60879440989
3008,340311757041,1403,476,33.92729865,1403,659,744,53.02922309,285,0,0,Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,390894d1-dfd3-44b6-85e4-bdd23d7ca5f6,3175249.64730835,8432.38796533212
3009,340311757013,1385,447,32.27436823,1385,677,708,51.11913357,313,42,13.41853035,Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,62b03f56-8bdb-4c61-b62d-6b671f2d09a6,1892248.21337891,5485.02668182737
3010,340311757014,1600,339,21.1875,1600,516,1084,67.75,525,0,0,Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,d634d0da-be13-46c6-98bd-a4d21b33d22e,1720312.52633667,6376.52807323682
3011,340311757031,2804,979,34.91440799,2804,695,2109,75.21398003,1121,321,28.63514719,Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,3b654d83-4bec-4f68-8b0c-01acb3f82802,3196849.88110352,7664.42237998703
3012,340311757042,1738,516,29.68929804,1739,904,835,48.01610121,629,174,27.66295707,Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,3f1752ad-94ec-48ea-ac02-06f021d3623a,1377241.52297974,4705.89617337567
3013,340311757043,1717,336,19.56901573,1745,785,960,55.01432665,463,122,26.34989201,Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,97a1e3f6-6e4a-42ca-a485-fb467d3fb439,2093427.95999146,5787.77084038931
3014,340311758012,1728,862,49.88425926,1728,54,1674,96.875,685,172,25.10948905,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,8ed5b03f-15d5-4a21-adc9-d3a75f0775c7,1298260.68606567,5680.43856609893
3015,340311758031,738,538,72.899729,747,0,747,100,171,91,53.21637427,"Low Income, Minority, and Limited English",Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,db838dea-2ab5-4a46-8a9b-a9ceefb0daf8,271937.941558838,2270.9907650499
3016,340311758032,2170,1480,68.20276498,2170,0,2170,100,542,95,17.52767528,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,de0bcca8-3dc2-402a-a0c7-652eabaa8a1b,1440919.05307007,5572.32281353027
3017,340311758041,1147,594,51.78727114,1147,0,1147,100,370,155,41.89189189,"Low Income, Minority, and Limited English",Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,f05eae6b-45f1-4944-aeac-9a4a4adea5a3,387882.907958984,2837.26198447979
3018,340311758042,1151,734,63.77063423,1215,8,1207,99.34156379,344,150,43.60465116,"Low Income, Minority, and Limited English",Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,54885fe4-62e3-4f86-b3dc-9a6951f85e5d,1071742.91400146,5317.95458677527
3019,340311758043,1786,1234,69.09294513,1786,0,1786,100,422,119,28.19905213,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,b69d6cc3-e5d0-4ce5-af2b-a3219bdbd53d,806870.851348877,4017.61185314137
3020,340311759003,1378,716,51.95936139,1378,0,1378,100,379,150,39.57783641,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,32247a05-226d-4929-bb16-9fcead859526,2987834.30218506,10690.57680236
3021,340311801011,2205,878,39.8185941,2205,331,1874,84.98866213,597,191,31.99329983,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,b684ac20-5299-4a47-ab14-cb3594170b2b,2733557.92977905,6619.70490266173
3022,340311801012,996,391,39.25702811,996,113,883,88.65461847,241,17,7.05394191,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,971db910-1e0c-4e65-9119-25b9bab4f167,4276127.75802612,12834.5993261456
3023,340311801013,1425,271,19.01754386,1425,138,1287,90.31578947,408,73,17.89215686,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,f3e98f28-83d9-4182-a0d4-c4978e1d00e0,2873632.90899658,7882.41493391882
3024,340311801021,721,193,26.76837725,721,210,511,70.87378641,248,15,6.0483871,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,824280ec-d253-4b95-9711-f65e1874fe25,2368069.46609497,6051.23118240848
3025,340311801022,1893,333,17.5911252,1893,47,1846,97.51716852,413,32,7.74818402,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,4611681f-6fc8-4e99-97c9-b1c6c34cf849,2670265.56121826,7565.99309300957
3026,340311801023,1345,575,42.75092937,1345,43,1302,96.80297398,330,42,12.72727273,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,348a9a20-bf02-4e06-9a7f-084be224d549,2251993.83117676,6381.60145687535
3027,340311802012,1490,582,39.06040268,1490,305,1185,79.53020134,508,106,20.86614173,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,aea89493-97a0-4b9e-9c07-2fb9ac84050d,1566152.81069946,5811.08559996552
3028,340311802013,1333,240,18.00450113,1333,56,1277,95.79894974,436,25,5.73394495,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,0914e353-276a-410b-b477-af3a23ac29db,2509935.11373901,8229.11424573894
3029,340311802031,1182,781,66.07445008,1182,2,1180,99.83079526,312,102,32.69230769,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,9f5ba620-bb6b-42f3-9dee-21b5e93051d6,1039815.95303345,4215.54211244892
3030,340311802032,1988,662,33.29979879,1988,513,1475,74.19517103,475,42,8.84210526,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,4886ef95-7d44-4aad-b266-18931a684a96,865380.272644043,4484.79320293075
3031,340311802033,602,445,73.92026578,619,0,619,100,180,68,37.77777778,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,b711730b-3b2d-40ca-b4f4-5b7b36653703,892401.93069458,3794.31032356658
3032,340311802041,1830,841,45.95628415,1876,119,1757,93.65671642,386,18,4.66321244,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,cced59dc-2b0c-418c-837a-d92222f5ccef,1528599.0585022,7507.94548947467
3033,340311802042,2166,1717,79.27054478,2206,16,2190,99.27470535,540,199,36.85185185,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,e60330f0-2a12-46a9-90f9-7fcc16cfef5e,1237941.30276489,4993.882980455
3034,340311803011,906,589,65.01103753,906,0,906,100,267,118,44.19475655,"Low Income, Minority, and Limited English",Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,317943a7-bb7f-4671-8126-45f96081c7cb,975161.595458984,4859.85410960186
3035,340311803012,1468,871,59.33242507,1468,6,1462,99.59128065,408,82,20.09803922,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,68aa7c20-675d-47d3-8a2d-678f804279da,957386.236022949,3910.33085554577
3036,340311803013,1586,831,52.39596469,1586,19,1567,98.80201765,403,163,40.44665012,"Low Income, Minority, and Limited English",Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,db3c59b9-fb49-43e6-9f04-d176c46ee34f,868554.79119873,3732.82204473007
3037,340311803021,1628,220,13.51351351,1628,114,1514,92.997543,521,208,39.92322457,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,d402ae05-8eab-4c9c-af39-23c4acf3d092,2943338.76281738,8940.605484084
3038,340311803022,1958,767,39.17262513,1958,72,1886,96.32277835,591,90,15.2284264,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,00a066c2-3a2b-4611-b8d9-ff7069650479,1999431.18618774,6474.62164700335
3039,340311806003,1401,703,50.17844397,1401,148,1253,89.43611706,442,16,3.6199095,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,60a6657c-34f3-4c43-b54c-fe63257f679d,1532335.89190674,5883.78016745255
3040,340311807001,1059,748,70.63267233,1059,39,1020,96.31728045,319,14,4.38871473,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,5b30c023-8bf6-45f5-8e7a-3bbfc3541498,1307731.69836426,4781.25606552243
3041,340311758011,1004,409,40.73705179,1004,23,981,97.70916335,361,112,31.02493075,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,5e4a2f98-c421-4aa0-a2dc-92b7b0607067,1610980.27294922,5512.63162055968
3042,340311758013,633,208,32.85939968,651,26,625,96.00614439,275,120,43.63636364,Minority and Limited English,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,02d96ce3-cd26-4a6b-8bf2-074273ce02cc,1113813.94030762,5478.16149300061
3043,340311802011,832,599,71.99519231,832,20,812,97.59615385,304,22,7.23684211,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,fa97a833-435b-4643-bad9-94d8c6f596c0,1653286.65725708,6078.51605330622
3044,340311759001,1586,932,58.76418663,1586,0,1586,100,402,170,42.28855721,"Low Income, Minority, and Limited English",Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,15f8575a-b8e6-4568-b06f-5855c4d8a5b2,846641.121795654,4977.39604012533
3045,340311759002,1709,926,54.18373318,1709,21,1688,98.77121123,444,88,19.81981982,Low Income and Minority,Block group,3403156550,PASSAIC,Passaic City,1607,Not a split block group,Not Applicable,519d9260-8c14-42a7-afed-ce27cc529758,3251624.38513184,14285.2489370532
3046,340311806001,2208,1437,65.08152174,2208,394,1814,82.1557971,680,74,10.88235294,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,dddaa9af-e881-45de-a175-cf273d7950c6,1439589.09243774,6597.68647952629
3047,340311806002,1123,698,62.15494212,1123,0,1123,100,367,101,27.52043597,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,52aada7e-87ff-403a-82aa-c38d7cf59887,1292456.9161377,4864.57422224648
3048,340311807002,565,403,71.32743363,565,0,565,100,182,42,23.07692308,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,9e1832cc-ee41-4569-a91f-f48f565382f7,1652657.23678589,7238.42441792171
3049,340311807003,1212,557,45.95709571,1212,0,1212,100,393,40,10.17811705,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,329ca721-dc9b-49f0-a1c1-2b9fe212e918,795426.351623535,4119.31448617939
3050,340311808001,1315,948,72.09125475,1315,24,1291,98.17490494,438,170,38.81278539,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,6e451878-d6ac-4a60-b4a1-8da6b8d397de,1743422.14697266,5542.56768020418
3051,340311810003,1365,701,51.35531136,1365,80,1285,94.13919414,411,78,18.97810219,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,3781a130-df19-414d-a184-8ab3bdc3ef09,2175871.70651245,7271.0786965593
3052,340311811011,1008,758,75.1984127,1008,6,1002,99.4047619,388,37,9.53608247,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,57edd8b4-7001-4034-9721-128288bb7790,2323477.83688354,8801.49106415111
3053,340311811012,566,232,40.98939929,566,51,515,90.98939929,236,16,6.77966102,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,3c735dd0-69c0-4e46-9099-bfdf74f227ea,1081568.40612793,5072.96145283151
3054,340311811013,665,136,20.45112782,665,23,642,96.54135338,215,26,12.09302326,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,8bc28af0-9d98-45d5-aa26-1c3d8f996062,1058996.04122925,4763.62273763866
3055,340311811021,1176,314,26.70068027,1176,0,1176,100,275,43,15.63636364,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,8c74ef44-6690-43ec-972f-9ad5cdba7cbe,1380157.57312012,5482.90065173853
3056,340311811022,1889,332,17.57543674,1889,0,1889,100,689,253,36.71988389,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,398d1edd-5a92-4d30-9980-a2dba1f4c37c,1321551.94845581,5233.4257399878
3057,340311811023,1045,416,39.80861244,1045,4,1041,99.61722488,256,91,35.546875,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,b57d200a-0a82-44d9-b1a6-a35b3c7cb117,1373980.40307617,4723.97675533996
3058,340311812003,1427,515,36.08969867,1427,4,1423,99.71969166,302,77,25.49668874,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,49619881-2084-4426-8d66-22cd1fcd083a,1246162.89367676,5127.52583893879
3059,340311808002,1946,1311,67.36896197,1946,6,1940,99.69167523,774,143,18.4754522,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,5f117e5a-dab3-419f-94a2-415d0df3c7df,5602139.47491455,12798.5602853485
3060,340311810004,2146,833,38.81640261,2146,67,2079,96.8779124,600,253,42.16666667,"Low Income, Minority, and Limited English",Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,7ca2df30-d279-4252-a509-f0f6c6a4f097,1587970.92352295,5569.2002006922
3061,340311812001,2014,653,32.42303873,2014,0,2014,100,634,125,19.71608833,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,4f0db7d1-a292-4dac-ae2f-562a416d67ad,1316590.12561035,4937.84214491459
3062,340311812002,1487,415,27.90854069,1487,5,1482,99.66375252,471,150,31.84713376,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,4ef093b5-141c-460a-a713-0b43a794c77e,1759493.96038818,5475.98981108415
3063,340311809001,539,288,53.432282,539,2,537,99.62894249,167,32,19.16167665,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,627e715d-567b-426b-a29f-11952086d8e6,4472876.83822632,10413.8398335499
3064,340311809003,1904,862,45.27310924,1904,11,1893,99.42226891,528,247,46.78030303,"Low Income, Minority, and Limited English",Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,9f50a275-9f05-44ee-a1b6-4e0cfae90245,1148522.26589966,4834.69438573443
3065,340311809002,1451,1274,87.8015162,1451,0,1451,100,463,84,18.1425486,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,63ab237d-2c36-4291-950f-109c24bfadb3,957116.586700439,3920.76987679294
3066,340311810001,948,552,58.2278481,948,28,920,97.0464135,290,101,34.82758621,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,62305de8-7b90-406e-96dc-f4ce43e8d43d,3667882.52755737,9404.63987002119
3067,340311810002,1290,641,49.68992248,1290,75,1215,94.18604651,374,163,43.5828877,"Low Income, Minority, and Limited English",Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,303af4f9-0281-408c-8401-e816400c5683,2499892.34161377,8897.63825026802
3068,340311813001,1415,507,35.83038869,1415,65,1350,95.40636042,647,218,33.69397218,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,e3c82f14-f8ca-461d-97ce-6f34d8e66de7,1329304.93484497,4647.65180981487
3069,340311813002,1283,681,53.07872175,1298,15,1283,98.84437596,396,145,36.61616162,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,54434b06-b635-4352-babc-ed7ddf7756e4,1423912.55743408,6423.98441096157
3070,340311813003,2014,1019,50.5958292,2036,0,2036,100,495,221,44.64646465,"Low Income, Minority, and Limited English",Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,0c259392-6e84-412b-a953-e25c367dbbdc,1070461.63613892,4351.69266810473
3071,340311813004,853,102,11.95779601,853,0,853,100,229,64,27.94759825,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,04891924-3446-4911-b417-39c2933cbd0d,1011432.96588135,4306.28781565069
3072,340311814002,1596,748,46.86716792,1596,61,1535,96.17794486,711,183,25.73839662,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,9ec12548-0003-47b0-8928-de878dd7d469,2311344.88104248,7120.52220180623
3073,340311815001,1742,858,49.25373134,1742,6,1736,99.65556831,610,112,18.36065574,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,9d1ce531-3e07-4524-8210-4a84f86ea3a0,2171119.01806641,6333.82671139239
3074,340311815002,1695,1209,71.32743363,1695,46,1649,97.28613569,589,154,26.14601019,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,7cc3ccad-1f8f-4e95-b810-c4fcb886cf22,1582637.81237793,5036.17238958162
3075,340311817021,1513,1026,67.81229346,1513,39,1474,97.42233972,493,74,15.01014199,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,f4c30fd7-9ea7-4d27-a973-5a1c26e40229,896283.137023926,4391.32484702735
3076,340311817022,2219,1477,66.5615142,2219,0,2219,100,808,335,41.46039604,"Low Income, Minority, and Limited English",Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,a99716c8-ce90-4ae8-bb2d-cd8175cdf008,1464337.78900146,4842.13533963759
3077,340311818003,162,55,33.95061728,681,88,593,87.07782673,61,0,0,Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,896bce31-da62-4cac-8ca7-d30923a636d3,1407411.32681274,5902.95950745734
3078,340311821002,1538,1109,72.10663199,1543,233,1310,84.89954634,469,64,13.64605544,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,66a3ce4f-9dbc-428c-b4e5-1e223e7da826,1301685.18017578,4848.19538018034
3079,340311822002,1823,1113,61.053209,1823,106,1717,94.18540867,622,232,37.29903537,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,501bd88b-b3c4-4cc3-9e9b-8da4190d6491,3276711.86169434,8215.62652454697
3080,340311823022,2321,1225,52.77897458,2321,126,2195,94.57130547,449,164,36.52561247,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,5bfc2102-ef4b-4ac8-b09b-4980f6dabd6f,1059964.48825073,4955.56165582876
3081,340311814001,2308,1452,62.91161179,2308,40,2268,98.26689775,764,295,38.61256545,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,ff7d4628-ff99-43e2-b286-ed23b808f8b6,1396711.35873413,5158.7397087347
3082,340311823021,1285,790,61.47859922,1285,7,1278,99.45525292,387,67,17.3126615,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,b50fe2b9-9410-417f-894b-7d8e6fce79b9,1418102.66061401,6164.7916058809
3083,340311818001,1304,736,56.44171779,1304,172,1132,86.80981595,532,85,15.97744361,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,e725bd28-78d1-4f22-8131-b2814937be6c,2300247.83865356,9316.62360769918
3084,340311818002,1314,931,70.85235921,1314,70,1244,94.67275495,461,166,36.00867679,Low Income and Minority,Block group,3403157000,PASSAIC,Paterson City,1608,Not a split block group,Not Applicable,afdf446a-0277-4948-84c0-1b104f073635,1078655.09552002,4989.28662506839
